spd,t_cur_vol,cur,vol,SOC,pedal_pos,gear,brakeState,Total_Disc,Total_c,Evap_enable,lheat,rheat,Odometer,lat,long,DIR_torque,DIR_axleSpeed,batteryheat,Pack_min,Pack_max,tempAmbient,elevation,hvac_State,RemainingEnergy,thsHumidity,thsTemperature,SteeringSpeed129,SteeringAngle129,PCS_dcdcLvBusVolt,PCS_dcdcHvBusVolt,PCS_dcdcLvOutputCurrent,Resistance,hvac_request,Fogstatus,Time,timestamp,flag
0.0,16388.52,1.3,376.35,69.4,0.0,2.0,2.0,29197.906,30071.148,0.0,0.0,0.0,114857.618,43.875828,125.291695,6.0,0.0,0.0,20.5,25.5,17.0,253.0,0.0,70.4,5.0,48.0,0.5,17.399999999999977,13.5546875,376.318359375,28.4,5010.0,1.0,0.0,2023-04-18 10:36:52.110370,2023-4-18-2-57-30,6
0.0,16388.57,1.3,376.33,69.4,0.0,2.0,2.0,29197.906,30071.148,0.0,0.0,0.0,114857.618,43.875828,125.291695,4.0,-0.3,0.0,20.5,25.5,17.0,253.0,0.0,70.4,5.0,48.0,3.5,17.700000000000045,13.59375,376.46484375,28.0,5010.0,1.0,0.0,2023-04-18 10:36:52.110370,2023-4-18-2-57-30,6
0.0,16388.62,1.2000000000000002,376.25,69.4,0.0,2.0,2.0,29197.906,30071.148,0.0,0.0,0.0,114857.618,43.875828,125.291695,4.0,-0.3,0.0,20.5,25.5,17.0,253.0,0.0,70.4,5.0,48.0,8.5,18.299999999999955,13.59375,376.46484375,28.0,5010.0,1.0,0.0,2023-04-18 10:36:52.110370,2023-4-18-2-57-30,6
0.0,16388.67,1.3,376.21,69.4,0.0,2.0,2.0,29197.906,30071.148,0.0,0.0,0.0,114857.618,43.875828,125.291695,0.0,0.0,0.0,20.5,25.5,17.0,253.0,0.0,70.4,5.0,48.0,10.0,18.700000000000045,13.5546875,376.318359375,29.1,5010.0,1.0,0.0,2023-04-18 10:36:52.110370,2023-4-18-2-57-30,6
0.0,16388.72,1.3,376.41,69.4,0.0,4.0,2.0,29197.906,30071.148,0.0,0.0,0.0,114857.618,43.875828,125.291695,0.0,0.0,0.0,20.5,25.5,17.0,253.0,0.0,70.4,5.0,48.0,5.5,18.799999999999955,13.5546875,376.318359375,29.1,5010.0,1.0,0.0,2023-04-18 10:36:52.120370,2023-4-18-2-57-30,6
0.0,16388.77,1.1,376.22,69.4,0.0,4.0,2.0,29197.906,30071.148,0.0,0.0,0.0,114857.618,43.875828,125.291695,0.0,-0.1,0.0,20.5,25.5,17.0,253.0,0.0,70.4,5.0,48.0,1.0,18.799999999999955,13.5546875,376.46484375,27.5,5010.0,1.0,0.0,2023-04-18 10:36:52.120370,2023-4-18-2-57-30,6
0.0,16388.82,1.2000000000000002,376.58,69.4,0.0,4.0,2.0,29197.906,30071.148,0.0,0.0,0.0,114857.618,43.875828,125.291695,0.0,0.1,0.0,20.5,25.5,17.0,253.0,0.0,70.4,5.0,48.0,0.5,18.799999999999955,13.5546875,376.46484375,27.5,5010.0,1.0,0.0,2023-04-18 10:36:52.120370,2023-4-18-2-57-30,6
0.0,16388.87,1.1,376.3,69.4,0.0,4.0,2.0,29197.906,30071.148,0.0,0.0,0.0,114857.618,43.875828,125.291695,0.0,0.1,0.0,20.5,25.5,17.0,253.0,0.0,70.4,5.0,48.0,0.0,18.799999999999955,13.5546875,376.46484375,29.0,5010.0,1.0,0.0,2023-04-18 10:36:52.120370,2023-4-18-2-57-30,6
0.0,16388.92,1.2000000000000002,376.35,69.4,0.0,4.0,2.0,29197.906,30071.148,0.0,0.0,0.0,114857.618,43.875828,125.291695,0.0,0.0,0.0,20.5,25.5,17.0,253.0,0.0,70.4,5.0,48.0,1.0,18.899999999999977,13.5546875,376.46484375,29.0,5010.0,1.0,0.0,2023-04-18 10:36:52.130370,2023-4-18-2-57-30,6
0.0,16388.97,1.0,376.37,69.4,0.0,4.0,2.0,29197.906,30071.148,0.0,0.0,0.0,114857.618,43.875828,125.291695,0.0,0.0,0.0,20.5,25.5,17.0,253.0,0.0,70.4,5.0,48.0,12.0,20.0,13.5546875,376.46484375,27.6,5010.0,1.0,0.0,2023-04-18 10:36:52.130370,2023-4-18-2-57-30,6
